Question,Country,Filters,Responses,Result
Unmet health needs: scheduled surgery,Hungary,Women - 35 – 54,no,96.01119329
Unmet health needs: examination or treatment by a hospital or specialist,Hungary,Women - 35 – 54,no,53.2089068
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Hungary,Women - 35 – 54,no,85.51231172
Unmet dental care needs,Hungary,Women - 35 – 54,no,57.37342862
Unmet health needs: other ,Hungary,Women - 35 – 54,no,90.02787044
Optimism about future,Italy,Women - 35 – 54,no,87.84767045
Optimism about future of country ,Italy,Women - 35 – 54,no,95.71774655
I feel I am free to decide how to live my life,Italy,Women - 35 – 54,no,78.37365651
Resilience: dealing with problems in life,Italy,Women - 35 – 54,no,44.24675205
Resilience: time required to recover,Italy,Women - 35 – 54,no,40.88088976
Feeling tense ,Italy,Women - 35 – 54,no,64.5105581
Feeling lonely,Italy,Women - 35 – 54,no,66.66974787
Feeling downhearted and depressed,Italy,Women - 35 – 54,no,73.58871112
Worrying about work when not working,Italy,Women - 35 – 54,no,67.95139974
Tiredness impact on ability to do household jobs,Italy,Women - 35 – 54,no,55.35477115
Job impact on time given to family,Italy,Women - 35 – 54,no,73.05940467
Family responsibilities impact on concentration on job,Italy,Women - 35 – 54,no,88.50914854
Family responsibilities impact on time spent on job,Italy,Women - 35 – 54,no,95.66829638
Job insecurity,Italy,Women - 35 – 54,no,90.50881669
Making ends meet,Italy,Women - 35 – 54,no,43.30259743
Arrears: Rent or mortgage payments for accommodation,Italy,Women - 35 – 54,no,79.99084546
Arrears: Utility bills,Italy,Women - 35 – 54,no,66.72910172
"Arrears: Payments related to consumer loans, including credit card overdrafts",Italy,Women - 35 – 54,no,84.51351992
"Arrears: Telephone, mobile or internet connection bills",Italy,Women - 35 – 54,no,78.77309336
Arrears: Payments related to informal loans from friends or relatives not living in your household,Italy,Women - 35 – 54,no,74.11472715
Arrears: Payments for healthcare or health insurance,Italy,Women - 35 – 54,no,91.3061986
Housing security,Italy,Women - 35 – 54,no,94.8560944
Unmet need for healthcare,Italy,Women - 35 – 54,no,61.42961508
Unmet health need reason: could not afford it ,Italy,Women - 35 – 54,no,28.70516448
Unmet health need reason: waiting list,Italy,Women - 35 – 54,no,14.68089959
Unmet health need reason: could not take time off work / from caring for children or others,Italy,Women - 35 – 54,no,83.1538917
Unmet health need reason: too far to travel or no means of transport,Italy,Women - 35 – 54,no,85.9708267
Unmet health need reason: risk of contracting COVID-19 ,Italy,Women - 35 – 54,no,97.76612161
Unmet health needs: preventive screening or test,Italy,Women - 35 – 54,no,76.20695859
Unmet health needs: treatment for cancer ,Italy,Women - 35 – 54,no,99.74300652
Unmet health needs: scheduled surgery,Italy,Women - 35 – 54,no,95.07645015
Unmet health needs: examination or treatment by a hospital or specialist,Italy,Women - 35 – 54,no,48.16758337
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Italy,Women - 35 – 54,no,85.50683384
Unmet dental care needs,Italy,Women - 35 – 54,no,69.44439351
Unmet health needs: other ,Italy,Women - 35 – 54,no,69.5685831
Optimism about future,Sweden,Women - 35 – 54,no,67.04166248
Optimism about future of country ,Sweden,Women - 35 – 54,no,83.68650007
I feel I am free to decide how to live my life,Sweden,Women - 35 – 54,no,65.738733
Resilience: dealing with problems in life,Sweden,Women - 35 – 54,no,52.47206732
Resilience: time required to recover,Sweden,Women - 35 – 54,no,43.28897069
Feeling tense ,Sweden,Women - 35 – 54,no,65.2847909
Feeling lonely,Sweden,Women - 35 – 54,no,70.32389802
Feeling downhearted and depressed,Sweden,Women - 35 – 54,no,69.56985558
Worrying about work when not working,Sweden,Women - 35 – 54,no,68.39017168
Tiredness impact on ability to do household jobs,Sweden,Women - 35 – 54,no,37.65258359
Job impact on time given to family,Sweden,Women - 35 – 54,no,63.08201255
Family responsibilities impact on concentration on job,Sweden,Women - 35 – 54,no,84.25027118
Family responsibilities impact on time spent on job,Sweden,Women - 35 – 54,no,87.52692979
Job insecurity,Sweden,Women - 35 – 54,no,90.35480175
Making ends meet,Sweden,Women - 35 – 54,no,56.98237608
Arrears: Rent or mortgage payments for accommodation,Sweden,Women - 35 – 54,no,89.21832319
Arrears: Utility bills,Sweden,Women - 35 – 54,no,84.87946077
"Arrears: Payments related to consumer loans, including credit card overdrafts",Sweden,Women - 35 – 54,no,76.92611403
"Arrears: Telephone, mobile or internet connection bills",Sweden,Women - 35 – 54,no,83.31726714
Arrears: Payments related to informal loans from friends or relatives not living in your household,Sweden,Women - 35 – 54,no,79.52900994
Arrears: Payments for healthcare or health insurance,Sweden,Women - 35 – 54,no,79.75568435
Housing security,Sweden,Women - 35 – 54,no,87.4288547
Unmet need for healthcare,Sweden,Women - 35 – 54,no,63.83237123
Unmet health need reason: could not afford it ,Sweden,Women - 35 – 54,no,74.87868629
Unmet health need reason: waiting list,Sweden,Women - 35 – 54,no,32.80395872
Unmet health need reason: could not take time off work / from caring for children or others,Sweden,Women - 35 – 54,no,83.57274869
Unmet health need reason: too far to travel or no means of transport,Sweden,Women - 35 – 54,no,87.55410691
Unmet health need reason: risk of contracting COVID-19 ,Sweden,Women - 35 – 54,no,98.76596934
Unmet health needs: preventive screening or test,Sweden,Women - 35 – 54,no,84.34812367
Unmet health needs: treatment for cancer ,Sweden,Women - 35 – 54,no,100
Unmet health needs: scheduled surgery,Sweden,Women - 35 – 54,no,87.82340535
Unmet health needs: examination or treatment by a hospital or specialist,Sweden,Women - 35 – 54,no,47.64915717
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Sweden,Women - 35 – 54,no,71.9583972
Unmet dental care needs,Sweden,Women - 35 – 54,no,73.58865293
Unmet health needs: other ,Sweden,Women - 35 – 54,no,88.06232378
Optimism about future,Poland,Women - 35 – 54,no,82.3841366
Optimism about future of country ,Poland,Women - 35 – 54,no,86.15461814
I feel I am free to decide how to live my life,Poland,Women - 35 – 54,no,77.92256878
Resilience: dealing with problems in life,Poland,Women - 35 – 54,no,50.90466067
Resilience: time required to recover,Poland,Women - 35 – 54,no,41.02667248
Feeling tense ,Poland,Women - 35 – 54,no,52.05986
Feeling lonely,Poland,Women - 35 – 54,no,61.10947639
Feeling downhearted and depressed,Poland,Women - 35 – 54,no,62.13482726
Worrying about work when not working,Poland,Women - 35 – 54,no,70.87473726
Tiredness impact on ability to do household jobs,Poland,Women - 35 – 54,no,49.90709781
Job impact on time given to family,Poland,Women - 35 – 54,no,66.93713394
Family responsibilities impact on concentration on job,Poland,Women - 35 – 54,no,87.53013344
Family responsibilities impact on time spent on job,Poland,Women - 35 – 54,no,93.76875959
Job insecurity,Poland,Women - 35 – 54,no,95.61239141
Making ends meet,Poland,Women - 35 – 54,no,60.88412035
Arrears: Rent or mortgage payments for accommodation,Poland,Women - 35 – 54,no,85.13456252
Arrears: Utility bills,Poland,Women - 35 – 54,no,75.47165939
"Arrears: Payments related to consumer loans, including credit card overdrafts",Poland,Women - 35 – 54,no,82.87035013
"Arrears: Telephone, mobile or internet connection bills",Poland,Women - 35 – 54,no,84.30409439
Arrears: Payments related to informal loans from friends or relatives not living in your household,Poland,Women - 35 – 54,no,85.27762886
Arrears: Payments for healthcare or health insurance,Poland,Women - 35 – 54,no,86.94711519
Housing security,Poland,Women - 35 – 54,no,88.66630477
Unmet need for healthcare,Poland,Women - 35 – 54,no,65.74237583
Unmet health need reason: could not afford it ,Poland,Women - 35 – 54,no,32.80833368
Unmet health need reason: waiting list,Poland,Women - 35 – 54,no,20.96079482
Unmet health need reason: could not take time off work / from caring for children or others,Poland,Women - 35 – 54,no,71.04471951
Unmet health need reason: too far to travel or no means of transport,Poland,Women - 35 – 54,no,84.86374446
Unmet health need reason: risk of contracting COVID-19 ,Poland,Women - 35 – 54,no,100
Unmet health needs: preventive screening or test,Poland,Women - 35 – 54,no,88.66858559
Unmet health needs: treatment for cancer ,Poland,Women - 35 – 54,no,97.61538777
Unmet health needs: scheduled surgery,Poland,Women - 35 – 54,no,89.29874454
Unmet health needs: examination or treatment by a hospital or specialist,Poland,Women - 35 – 54,no,54.12415922
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Poland,Women - 35 – 54,no,88.67326465
Unmet dental care needs,Poland,Women - 35 – 54,no,70.07765147
Unmet health needs: other ,Poland,Women - 35 – 54,no,87.85957869
Optimism about future,Romania,Women - 35 – 54,no,67.604472
Optimism about future of country ,Romania,Women - 35 – 54,no,91.11678115
I feel I am free to decide how to live my life,Romania,Women - 35 – 54,no,57.16723695
Resilience: dealing with problems in life,Romania,Women - 35 – 54,no,49.22119948
Resilience: time required to recover,Romania,Women - 35 – 54,no,51.9449152
Feeling tense ,Romania,Women - 35 – 54,no,66.81047833
Feeling lonely,Romania,Women - 35 – 54,no,79.04200727
Feeling downhearted and depressed,Romania,Women - 35 – 54,no,75.09611583
Worrying about work when not working,Romania,Women - 35 – 54,no,68.53803173
Tiredness impact on ability to do household jobs,Romania,Women - 35 – 54,no,49.99764024
Job impact on time given to family,Romania,Women - 35 – 54,no,56.74559746
Family responsibilities impact on concentration on job,Romania,Women - 35 – 54,no,84.12269586
Family responsibilities impact on time spent on job,Romania,Women - 35 – 54,no,85.64202267
Job insecurity,Romania,Women - 35 – 54,no,72.99714298
Making ends meet,Romania,Women - 35 – 54,no,65.27374231
Arrears: Rent or mortgage payments for accommodation,Romania,Women - 35 – 54,no,90.13217663
Arrears: Utility bills,Romania,Women - 35 – 54,no,77.28149756
"Arrears: Payments related to consumer loans, including credit card overdrafts",Romania,Women - 35 – 54,no,78.93466352
"Arrears: Telephone, mobile or internet connection bills",Romania,Women - 35 – 54,no,85.6050061
Arrears: Payments related to informal loans from friends or relatives not living in your household,Romania,Women - 35 – 54,no,84.59488468
Arrears: Payments for healthcare or health insurance,Romania,Women - 35 – 54,no,87.38624091
Housing security,Romania,Women - 35 – 54,no,98.60794799
Unmet need for healthcare,Romania,Women - 35 – 54,no,65.8898534
Unmet health need reason: could not afford it ,Romania,Women - 35 – 54,no,44.14581927
Unmet health need reason: waiting list,Romania,Women - 35 – 54,no,37.58246315
Unmet health need reason: could not take time off work / from caring for children or others,Romania,Women - 35 – 54,no,49.69322512
Unmet health need reason: too far to travel or no means of transport,Romania,Women - 35 – 54,no,85.19338675
Unmet health need reason: risk of contracting COVID-19 ,Romania,Women - 35 – 54,no,84.69904759
Unmet health needs: preventive screening or test,Romania,Women - 35 – 54,no,64.80472834
Unmet health needs: treatment for cancer ,Romania,Women - 35 – 54,no,97.78494959
Unmet health needs: scheduled surgery,Romania,Women - 35 – 54,no,90.91864079
Unmet health needs: examination or treatment by a hospital or specialist,Romania,Women - 35 – 54,no,53.47671044
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Romania,Women - 35 – 54,no,89.52994205
Unmet dental care needs,Romania,Women - 35 – 54,no,59.56406536
Unmet health needs: other ,Romania,Women - 35 – 54,no,92.85411904
Optimism about future,Portugal,Women - 35 – 54,no,80.4862452
Optimism about future of country ,Portugal,Women - 35 – 54,no,89.77053473
I feel I am free to decide how to live my life,Portugal,Women - 35 – 54,no,62.09494741
Resilience: dealing with problems in life,Portugal,Women - 35 – 54,no,56.38235878
Resilience: time required to recover,Portugal,Women - 35 – 54,no,54.13870463
Feeling tense ,Portugal,Women - 35 – 54,no,67.07797807
Feeling lonely,Portugal,Women - 35 – 54,no,73.12712942
Feeling downhearted and depressed,Portugal,Women - 35 – 54,no,71.70311969
Worrying about work when not working,Portugal,Women - 35 – 54,no,67.84344872
Tiredness impact on ability to do household jobs,Portugal,Women - 35 – 54,no,38.68421625
Job impact on time given to family,Portugal,Women - 35 – 54,no,58.85224532
Family responsibilities impact on concentration on job,Portugal,Women - 35 – 54,no,89.71941242
Family responsibilities impact on time spent on job,Portugal,Women - 35 – 54,no,89.23516887
Job insecurity,Portugal,Women - 35 – 54,no,84.97215549
Making ends meet,Portugal,Women - 35 – 54,no,53.39729761
Arrears: Rent or mortgage payments for accommodation,Portugal,Women - 35 – 54,no,85.40233308
Arrears: Utility bills,Portugal,Women - 35 – 54,no,78.64159736
"Arrears: Payments related to consumer loans, including credit card overdrafts",Portugal,Women - 35 – 54,no,81.32100041
"Arrears: Telephone, mobile or internet connection bills",Portugal,Women - 35 – 54,no,75.38004131
Arrears: Payments related to informal loans from friends or relatives not living in your household,Portugal,Women - 35 – 54,no,80.58582385
Arrears: Payments for healthcare or health insurance,Portugal,Women - 35 – 54,no,74.57658196
Housing security,Portugal,Women - 35 – 54,no,85.32155449
Unmet need for healthcare,Portugal,Women - 35 – 54,no,55.7514993
Unmet health need reason: could not afford it ,Portugal,Women - 35 – 54,no,23.9065544
Unmet health need reason: waiting list,Portugal,Women - 35 – 54,no,29.74540794
Unmet health need reason: could not take time off work / from caring for children or others,Portugal,Women - 35 – 54,no,63.08194304
Unmet health need reason: too far to travel or no means of transport,Portugal,Women - 35 – 54,no,56.17846359
Unmet health need reason: risk of contracting COVID-19 ,Portugal,Women - 35 – 54,no,87.6498846
Unmet health needs: preventive screening or test,Portugal,Women - 35 – 54,no,76.21628309
Unmet health needs: treatment for cancer ,Portugal,Women - 35 – 54,no,98.26095165
Unmet health needs: scheduled surgery,Portugal,Women - 35 – 54,no,93.16759581
Unmet health needs: examination or treatment by a hospital or specialist,Portugal,Women - 35 – 54,no,50.58495312
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Portugal,Women - 35 – 54,no,84.84153288
Unmet dental care needs,Portugal,Women - 35 – 54,no,44.75013437
Unmet health needs: other ,Portugal,Women - 35 – 54,no,58.48127192
Optimism about future,Bulgaria,Women - 35 – 54,no,67.00698444
Optimism about future of country ,Bulgaria,Women - 35 – 54,no,86.55997479
I feel I am free to decide how to live my life,Bulgaria,Women - 35 – 54,no,48.88093502
Resilience: dealing with problems in life,Bulgaria,Women - 35 – 54,no,66.79668052
Resilience: time required to recover,Bulgaria,Women - 35 – 54,no,52.22716436
Feeling tense ,Bulgaria,Women - 35 – 54,no,73.2680429
Feeling lonely,Bulgaria,Women - 35 – 54,no,79.10963564
Feeling downhearted and depressed,Bulgaria,Women - 35 – 54,no,79.53832774
Worrying about work when not working,Bulgaria,Women - 35 – 54,no,71.47985546
Tiredness impact on ability to do household jobs,Bulgaria,Women - 35 – 54,no,46.80547198
Job impact on time given to family,Bulgaria,Women - 35 – 54,no,58.57155523
Family responsibilities impact on concentration on job,Bulgaria,Women - 35 – 54,no,96.07539398
Family responsibilities impact on time spent on job,Bulgaria,Women - 35 – 54,no,93.69527282
Job insecurity,Bulgaria,Women - 35 – 54,no,80.96899468
Making ends meet,Bulgaria,Women - 35 – 54,no,58.47402197
Arrears: Rent or mortgage payments for accommodation,Bulgaria,Women - 35 – 54,no,88.1710444
Arrears: Utility bills,Bulgaria,Women - 35 – 54,no,73.76067667
"Arrears: Payments related to consumer loans, including credit card overdrafts",Bulgaria,Women - 35 – 54,no,72.00176736
"Arrears: Telephone, mobile or internet connection bills",Bulgaria,Women - 35 – 54,no,77.25675538
Arrears: Payments related to informal loans from friends or relatives not living in your household,Bulgaria,Women - 35 – 54,no,76.57698625
Arrears: Payments for healthcare or health insurance,Bulgaria,Women - 35 – 54,no,74.52932434
Housing security,Bulgaria,Women - 35 – 54,no,90.87680351
Unmet need for healthcare,Bulgaria,Women - 35 – 54,no,56.39951763
Unmet health need reason: could not afford it ,Bulgaria,Women - 35 – 54,no,34.20429768
Unmet health need reason: waiting list,Bulgaria,Women - 35 – 54,no,72.95579535
Unmet health need reason: could not take time off work / from caring for children or others,Bulgaria,Women - 35 – 54,no,38.60201647
Unmet health need reason: too far to travel or no means of transport,Bulgaria,Women - 35 – 54,no,70.50112095
Unmet health need reason: risk of contracting COVID-19 ,Bulgaria,Women - 35 – 54,no,79.47064114
Unmet health needs: preventive screening or test,Bulgaria,Women - 35 – 54,no,76.06785361
Unmet health needs: treatment for cancer ,Bulgaria,Women - 35 – 54,no,100
Unmet health needs: scheduled surgery,Bulgaria,Women - 35 – 54,no,92.92278479
Unmet health needs: examination or treatment by a hospital or specialist,Bulgaria,Women - 35 – 54,no,43.70729831
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Bulgaria,Women - 35 – 54,no,85.04184519
Unmet dental care needs,Bulgaria,Women - 35 – 54,no,56.66233202
Unmet health needs: other ,Bulgaria,Women - 35 – 54,no,79.32593199
Optimism about future,Croatia,Women - 35 – 54,no,81.86511945
Optimism about future of country ,Croatia,Women - 35 – 54,no,94.48864963
I feel I am free to decide how to live my life,Croatia,Women - 35 – 54,no,65.52863669
Resilience: dealing with problems in life,Croatia,Women - 35 – 54,no,50.87301898
Resilience: time required to recover,Croatia,Women - 35 – 54,no,58.12857696
Feeling tense ,Croatia,Women - 35 – 54,no,68.18888739
Feeling lonely,Croatia,Women - 35 – 54,no,81.97725886
Feeling downhearted and depressed,Croatia,Women - 35 – 54,no,79.74645331
Worrying about work when not working,Croatia,Women - 35 – 54,no,64.1882688
Tiredness impact on ability to do household jobs,Croatia,Women - 35 – 54,no,32.80588615
Job impact on time given to family,Croatia,Women - 35 – 54,no,52.60179277
Family responsibilities impact on concentration on job,Croatia,Women - 35 – 54,no,87.7828232
Family responsibilities impact on time spent on job,Croatia,Women - 35 – 54,no,95.59058262
Job insecurity,Croatia,Women - 35 – 54,no,91.07956328
Making ends meet,Croatia,Women - 35 – 54,no,44.43116262
Arrears: Rent or mortgage payments for accommodation,Croatia,Women - 35 – 54,no,78.32186875
Arrears: Utility bills,Croatia,Women - 35 – 54,no,55.65495699
"Arrears: Payments related to consumer loans, including credit card overdrafts",Croatia,Women - 35 – 54,no,68.78349088
"Arrears: Telephone, mobile or internet connection bills",Croatia,Women - 35 – 54,no,60.29696663
Arrears: Payments related to informal loans from friends or relatives not living in your household,Croatia,Women - 35 – 54,no,84.09900257
Arrears: Payments for healthcare or health insurance,Croatia,Women - 35 – 54,no,79.71237952
Housing security,Croatia,Women - 35 – 54,no,92.16474001
Unmet need for healthcare,Croatia,Women - 35 – 54,no,71.12932824
Unmet health need reason: could not afford it ,Croatia,Women - 35 – 54,no,46.49137414
Unmet health need reason: waiting list,Croatia,Women - 35 – 54,no,21.79875786
Unmet health need reason: could not take time off work / from caring for children or others,Croatia,Women - 35 – 54,no,64.85108218
Unmet health need reason: too far to travel or no means of transport,Croatia,Women - 35 – 54,no,74.82940214
Unmet health need reason: risk of contracting COVID-19 ,Croatia,Women - 35 – 54,no,94.90227112
Unmet health needs: preventive screening or test,Croatia,Women - 35 – 54,no,68.20517499
Unmet health needs: treatment for cancer ,Croatia,Women - 35 – 54,no,93.85319832
Unmet health needs: scheduled surgery,Croatia,Women - 35 – 54,no,86.30906117
Unmet health needs: examination or treatment by a hospital or specialist,Croatia,Women - 35 – 54,no,37.86482915
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Croatia,Women - 35 – 54,no,92.34221581
Unmet dental care needs,Croatia,Women - 35 – 54,no,83.39378647
Unmet health needs: other ,Croatia,Women - 35 – 54,no,82.81080109
Optimism about future,Finland,Women - 35 – 54,no,66.01128757
Optimism about future of country ,Finland,Women - 35 – 54,no,88.14176226
I feel I am free to decide how to live my life,Finland,Women - 35 – 54,no,68.80607326
Resilience: dealing with problems in life,Finland,Women - 35 – 54,no,48.57497452
Resilience: time required to recover,Finland,Women - 35 – 54,no,52.33858283
Feeling tense ,Finland,Women - 35 – 54,no,78.6839157
Feeling lonely,Finland,Women - 35 – 54,no,81.95494805
Feeling downhearted and depressed,Finland,Women - 35 – 54,no,80.66256872
Worrying about work when not working,Finland,Women - 35 – 54,no,65.28398282
Tiredness impact on ability to do household jobs,Finland,Women - 35 – 54,no,46.31146813
Job impact on time given to family,Finland,Women - 35 – 54,no,65.17264949
Family responsibilities impact on concentration on job,Finland,Women - 35 – 54,no,92.76358874
Family responsibilities impact on time spent on job,Finland,Women - 35 – 54,no,94.95468175
Job insecurity,Finland,Women - 35 – 54,no,89.67293509
Making ends meet,Finland,Women - 35 – 54,no,57.60391953
Arrears: Rent or mortgage payments for accommodation,Finland,Women - 35 – 54,no,77.70588828
Arrears: Utility bills,Finland,Women - 35 – 54,no,72.01744429
"Arrears: Payments related to consumer loans, including credit card overdrafts",Finland,Women - 35 – 54,no,78.64816395
"Arrears: Telephone, mobile or internet connection bills",Finland,Women - 35 – 54,no,75.36460924
Arrears: Payments related to informal loans from friends or relatives not living in your household,Finland,Women - 35 – 54,no,77.7809905
Arrears: Payments for healthcare or health insurance,Finland,Women - 35 – 54,no,74.47289754
Housing security,Finland,Women - 35 – 54,no,82.40148952
Unmet need for healthcare,Finland,Women - 35 – 54,no,49.80222528
Unmet health need reason: could not afford it ,Finland,Women - 35 – 54,no,37.16301177
Unmet health need reason: waiting list,Finland,Women - 35 – 54,no,28.78445929
Unmet health need reason: could not take time off work / from caring for children or others,Finland,Women - 35 – 54,no,83.54550582
Unmet health need reason: too far to travel or no means of transport,Finland,Women - 35 – 54,no,83.89766702
Unmet health need reason: risk of contracting COVID-19 ,Finland,Women - 35 – 54,no,97.59206199
Unmet health needs: preventive screening or test,Finland,Women - 35 – 54,no,84.57398698
Unmet health needs: treatment for cancer ,Finland,Women - 35 – 54,no,99.87103498
Unmet health needs: scheduled surgery,Finland,Women - 35 – 54,no,93.61619105
Unmet health needs: examination or treatment by a hospital or specialist,Finland,Women - 35 – 54,no,54.9639007
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Finland,Women - 35 – 54,no,67.60488545
Unmet dental care needs,Finland,Women - 35 – 54,no,60.86497846
Unmet health needs: other ,Finland,Women - 35 – 54,no,89.71098868
Optimism about future,Slovenia,Women - 35 – 54,no,70.85690961
Optimism about future of country ,Slovenia,Women - 35 – 54,no,87.7202642
I feel I am free to decide how to live my life,Slovenia,Women - 35 – 54,no,60.1549332
Resilience: dealing with problems in life,Slovenia,Women - 35 – 54,no,52.07153605
Resilience: time required to recover,Slovenia,Women - 35 – 54,no,47.9639092
Feeling tense ,Slovenia,Women - 35 – 54,no,72.51959796
Feeling lonely,Slovenia,Women - 35 – 54,no,82.57661458
Feeling downhearted and depressed,Slovenia,Women - 35 – 54,no,85.14455222
Worrying about work when not working,Slovenia,Women - 35 – 54,no,74.79206584
Tiredness impact on ability to do household jobs,Slovenia,Women - 35 – 54,no,49.42114058
Job impact on time given to family,Slovenia,Women - 35 – 54,no,56.60065717
Family responsibilities impact on concentration on job,Slovenia,Women - 35 – 54,no,93.74824853
Family responsibilities impact on time spent on job,Slovenia,Women - 35 – 54,no,95.62968113
Job insecurity,Slovenia,Women - 35 – 54,no,86.96393743
Making ends meet,Slovenia,Women - 35 – 54,no,59.29079216
Arrears: Rent or mortgage payments for accommodation,Slovenia,Women - 35 – 54,no,84.26978635
Arrears: Utility bills,Slovenia,Women - 35 – 54,no,70.3541639
"Arrears: Payments related to consumer loans, including credit card overdrafts",Slovenia,Women - 35 – 54,no,80.02099115
"Arrears: Telephone, mobile or internet connection bills",Slovenia,Women - 35 – 54,no,75.33569636
Arrears: Payments related to informal loans from friends or relatives not living in your household,Slovenia,Women - 35 – 54,no,87.14164843
Arrears: Payments for healthcare or health insurance,Slovenia,Women - 35 – 54,no,87.81384111
Housing security,Slovenia,Women - 35 – 54,no,90.27137212
Unmet need for healthcare,Slovenia,Women - 35 – 54,no,73.58552853
Unmet health need reason: could not afford it ,Slovenia,Women - 35 – 54,no,39.32526679
Unmet health need reason: waiting list,Slovenia,Women - 35 – 54,no,10.35137574
Unmet health need reason: could not take time off work / from caring for children or others,Slovenia,Women - 35 – 54,no,50.70581754
Unmet health need reason: too far to travel or no means of transport,Slovenia,Women - 35 – 54,no,77.25945387
Unmet health need reason: risk of contracting COVID-19 ,Slovenia,Women - 35 – 54,no,90.61262634
Unmet health needs: preventive screening or test,Slovenia,Women - 35 – 54,no,92.96745821
Unmet health needs: treatment for cancer ,Slovenia,Women - 35 – 54,no,99.00886014
Unmet health needs: scheduled surgery,Slovenia,Women - 35 – 54,no,90.441224
Unmet health needs: examination or treatment by a hospital or specialist,Slovenia,Women - 35 – 54,no,49.19471937
Unmet health needs: examination or treatment by a GP/family doctor or health centre ,Slovenia,Women - 35 – 54,no,74.52233597
Unmet dental care needs,Slovenia,Women - 35 – 54,no,66.53271091
Unmet health needs: other ,Slovenia,Women - 35 – 54,no,82.45189096
Financial and economic sanctions on Russia - government response,Austria,Women - 35 – 54,Right amount,25.49019608
Financial and economic sanctions on Russia - government response,Belgium,Women - 35 – 54,Right amount,20.83333333
Financial and economic sanctions on Russia - government response,Bulgaria,Women - 35 – 54,Right amount,19.75308642
Financial and economic sanctions on Russia - government response,Croatia,Women - 35 – 54,Right amount,45.2173913
Financial and economic sanctions on Russia - government response,Cyprus,Women - 35 – 54,Right amount,31.42857143
Financial and economic sanctions on Russia - government response,Czechia,Women - 35 – 54,Right amount,27.15231788
Financial and economic sanctions on Russia - government response,Denmark,Women - 35 – 54,Right amount,36.93693694
Financial and economic sanctions on Russia - government response,European Union,Women - 35 – 54,Right amount,30.01389532
Financial and economic sanctions on Russia - government response,Estonia,Women - 35 – 54,Right amount,33.27556326
Financial and economic sanctions on Russia - government response,Finland,Women - 35 – 54,Right amount,27.29083665
Financial and economic sanctions on Russia - government response,France,Women - 35 – 54,Right amount,22.32142857
Financial and economic sanctions on Russia - government response,Germany,Women - 35 – 54,Right amount,20.63492063
Financial and economic sanctions on Russia - government response,Greece,Women - 35 – 54,Right amount,26.14942529
Financial and economic sanctions on Russia - government response,Hungary,Women - 35 – 54,Right amount,20.42253521
Financial and economic sanctions on Russia - government response,Ireland,Women - 35 – 54,Right amount,28.28507795
Financial and economic sanctions on Russia - government response,Italy,Women - 35 – 54,Right amount,17.26618705
Financial and economic sanctions on Russia - government response,Latvia,Women - 35 – 54,Right amount,30.70866142
Financial and economic sanctions on Russia - government response,Lithuania,Women - 35 – 54,Right amount,43.32129964
Financial and economic sanctions on Russia - government response,Luxembourg,Women - 35 – 54,Right amount,29.41176471
Financial and economic sanctions on Russia - government response,Malta,Women - 35 – 54,Right amount,32.20338983
Financial and economic sanctions on Russia - government response,Netherlands,Women - 35 – 54,Right amount,25
Financial and economic sanctions on Russia - government response,Poland,Women - 35 – 54,Right amount,25.92592593
Financial and economic sanctions on Russia - government response,Portugal,Women - 35 – 54,Right amount,52.38095238
Financial and economic sanctions on Russia - government response,Romania,Women - 35 – 54,Right amount,43.03030303
Financial and economic sanctions on Russia - government response,Slovakia,Women - 35 – 54,Right amount,27.87610619
Financial and economic sanctions on Russia - government response,Slovenia,Women - 35 – 54,Right amount,25
Financial and economic sanctions on Russia - government response,Spain,Women - 35 – 54,Right amount,28.57142857
Financial and economic sanctions on Russia - government response,Sweden,Women - 35 – 54,Right amount,32.20973783
Military aid to Ukraine - government response,Austria,Women - 35 – 54,Right amount,36.09022556
Military aid to Ukraine - government response,Belgium,Women - 35 – 54,Right amount,35.77586207
Military aid to Ukraine - government response,Bulgaria,Women - 35 – 54,Right amount,23.16176471
Military aid to Ukraine - government response,Croatia,Women - 35 – 54,Right amount,51.70603675
Military aid to Ukraine - government response,Cyprus,Women - 35 – 54,Right amount,31.77570093
Military aid to Ukraine - government response,Czechia,Women - 35 – 54,Right amount,40.60606061
Military aid to Ukraine - government response,Denmark,Women - 35 – 54,Right amount,54.47154472
Military aid to Ukraine - government response,European Union,Women - 35 – 54,Right amount,43.82998172
Military aid to Ukraine - government response,Estonia,Women - 35 – 54,Right amount,50.16339869
Military aid to Ukraine - government response,Finland,Women - 35 – 54,Right amount,50.64655172
Military aid to Ukraine - government response,France,Women - 35 – 54,Right amount,31.66666667
Military aid to Ukraine - government response,Germany,Women - 35 – 54,Right amount,30.90909091
Military aid to Ukraine - government response,Greece,Women - 35 – 54,Right amount,24.44444444
Military aid to Ukraine - government response,Hungary,Women - 35 – 54,Right amount,37.05035971
